Name,Status,Launch Service Provider,Rocket,Mission,Net,Pad
Molniya-M | Molniya-1Yu 15L,Launch Successful,Soviet Space Program,Molniya-M,Molniya-1Yu 15L,12/16/1968 4:15 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Delta M | INTELSAT III F-2,Launch Successful,United States Air Force,Thor Delta M,INTELSAT III F-2,12/18/1968 7:32 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Kosmos 11K63 | DS-U2-GK 1,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-U2-GK 1,12/19/1968 6:55 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Saturn V | Apollo 8,Launch Successful,National Aeronautics and Space Administration,Saturn V,Apollo 8,12/21/1968 7:51 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA"
Kosmos 11K63 | DS-U2-GF,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-U2-GF,12/26/1968 4:45 a.m.,"86/4 | Kapustin Yar, Russian Federation"
Molniya-M | Venera-5,Launch Successful,Soviet Space Program,Molniya-M,Venera-5,01/05/1969 1:28 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Molniya-M | Venera-6,Launch Successful,Soviet Space Program,Molniya-M,Venera-6,01/10/1969 12:51 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-2 70,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 70,01/12/1969 7:10 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Soyuz | Soyuz 4,Launch Successful,Soviet Space Program,Soyuz,Soyuz 4,01/14/1969 2:30 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz | Soyuz 5,Launch Successful,Soviet Space Program,Soyuz,Soyuz 5,01/15/1969 2:59 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Proton / UR-500 K/D | Soyuz 7K-L1 No.13L,Launch Failure,Soviet Space Program,Proton,—,01/19/1969 11:14 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Delta C1 | OSO 5,Launch Successful,United States Air Force,Thor Delta C1,OSO 5,01/22/1969 11:48 a.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA"
Titan IIIB | KH-8 19,Launch Successful,United States Air Force,Titan IIIB,KH-8 19,01/22/1969 2:10 p.m.,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Voskhod | Zenit-4M 2,Launch Successful,Soviet Space Program,Voskhod,Zenit-4M 2,01/23/1969 4:15 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Tsiklon-2A | US-AO 5,Launch Failure,Soviet Space Program,Tsiklon-2A,US-AO 5,01/25/1969 6:14 a.m.,"90/19 | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Delta E1 | Isis 1,Launch Successful,United States Air Force,Thor Delta E1,Isis 1,01/30/1969 1:46 a.m.,"Space Launch Complex 2E | Vandenberg SFB, CA, USA"
Vostok 8A92M | Meteor-1 11,Launch Failure,Soviet Space Program,Vostok 8A92M,Meteor-1 11,02/01/1969 7:11 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Thorad SLV-2G Agena D | KH-4B 6,Launch Successful,United States Air Force,Thorad SLV-2G Agena D,KH-4B 6,02/05/1969 4:59 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA"
Thor Delta M | INTELSAT III F-3,Launch Successful,United States Air Force,Thor Delta M,INTELSAT III F-3,02/05/1969 7:39 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Kosmos 11K63 | DS-P1-Yu 18,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 18,02/07/1969 8:59 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Titan IIIC | TACSAT 1,Launch Successful,United States Air Force,Titan IIIC,TACSAT 1,02/09/1969 4:09 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Proton | Luna-15a,Launch Failure,Soviet Space Program,Proton,Luna-15a,02/19/1969 1:48 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
N1 | Zond-M 1,Launch Failure,Soviet Space Program,N1,—,02/21/1969 4:18 a.m.,"110/38 (110R) | Baikonur Cosmodrome, Republic of Kazakhstan"
Atlas SLV-3C Centaur | Mariner 6,Launch Successful,United States Air Force,Atlas SLV-3C Centaur,Mariner 6,02/24/1969 8:29 p.m.,"Launch Complex 36B | Cape Canaveral, FL, USA"
Voskhod | Zenit-2 71,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 71,02/25/1969 5:20 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Thor Delta E1 | ESSA 9,Launch Successful,United States Air Force,Thor Delta E1,ESSA 9,02/26/1969 2:47 a.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA"
Voskhod | Zenit-4 51,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 51,02/26/1969 3:30 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Saturn V | Apollo 9,Launch Successful,National Aeronautics and Space Administration,Saturn V,Apollo 9,03/03/1969 11 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA"
Titan IIIB | KH-8 20,Launch Successful,United States Air Force,Titan IIIB,KH-8 20,03/04/1969 2:30 p.m.,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Kosmos 11K63 | DS-P1-Yu 19,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 19,03/05/1969 8:04 a.m.,"86/4 | Kapustin Yar, Russian Federation"
Kosmos-3M | Tselina-O 4,Launch Successful,Soviet Space Program,Kosmos-3M,Tselina-O 4,03/05/1969 12:25 p.m.,"132/2 | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-4 52,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 52,03/06/1969 7:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-4 53,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 53,03/15/1969 7:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Kosmos-3M | Sfera 4,Launch Successful,Soviet Space Program,Kosmos-3M,Sfera 4,03/17/1969 11:40 a.m.,"132/2 | Plesetsk Cosmodrome, Russian Federation"
"Atlas F | OV1-17,18,19",Launch Successful,United States Air Force,Atlas F,"OV1-17,18,19",03/18/1969 2:47 a.m.,"576A2 | Vandenberg SFB, CA, USA"
Thorad SLV-2G Agena D | KH-4A 50,Launch Successful,United States Air Force,Thorad SLV-2G Agena D,KH-4A 50,03/19/1969 4:38 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA"
Voskhod | Zenit-2 72,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 72,03/22/1969 7:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-4 54,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 54,03/24/1969 5:10 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Vostok 8A92M | Meteor-1 1 (12L),Launch Successful,Soviet Space Program,Vostok 8A92M,Meteor-1 1 (12L),03/26/1969 7:30 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Proton | Mars-2b,Launch Failure,Soviet Space Program,Proton,Mars-2b,03/27/1969 5:40 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Atlas SLV-3C Centaur | Mariner 7,Launch Successful,United States Air Force,Atlas SLV-3C Centaur,Mariner 7,03/27/1969 5:22 p.m.,"Launch Complex 36A | Cape Canaveral, FL, USA"
Kosmos 11K63 | DS-P1-I 5,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-I 5,03/28/1969 11 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Proton | Mars-2c,Launch Failure,Soviet Space Program,Proton,Mars-2c,04/02/1969 5:33 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 55,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 55,04/04/1969 5:20 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Kosmos 11K63 | DS-P1-Yu 20,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 20,04/04/1969 8 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-2 73,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 73,04/09/1969 8 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Molniya-M | Molniya-1 11,Launch Successful,Soviet Space Program,Molniya-M,Molniya-1 11,04/10/1969 9:30 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Atlas SLV-3A Agena D | Canyon 2,Launch Successful,United States Air Force,Atlas SLV-3A Agena D,Canyon 2,04/12/1969 9:30 p.m.,"Space Launch Complex 13 | Cape Canaveral, FL, USA"
Thorad SLV-2G Agena D | Nimbus 3,Launch Successful,United States Air Force,Thorad SLV-2G Agena D,Nimbus 3,04/14/1969 2:54 a.m.,"Space Launch Complex 2E | Vandenberg SFB, CA, USA"
Voskhod | Zenit-4 56,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 56,04/15/1969 3:14 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Titan IIIB | KH-8 21,Launch Successful,United States Air Force,Titan IIIB,KH-8 21,04/15/1969 12:30 p.m.,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Voskhod | Zenit-4M 3,Launch Successful,Soviet Space Program,Voskhod,Zenit-4M 3,04/23/1969 4:55 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Thorad SLV-2G Agena D | KH-4A 51,Launch Successful,United States Air Force,Thorad SLV-2G Agena D,KH-4A 51,05/01/1969 9:46 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA"
Voskhod | Zenit-2 74,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 74,05/13/1969 5:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Saturn V | Apollo 10,Launch Successful,National Aeronautics and Space Administration,Saturn V,Apollo 10,05/18/1969 12:49 p.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA"
Voskhod | Zenit-4 57,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 57,05/20/1969 4:40 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Thor Delta M | INTELSAT III F-4,Launch Successful,United States Air Force,Thor Delta M,INTELSAT III F-4,05/21/1969 10 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Titan IIIC | Vela 5A & 5B,Launch Successful,United States Air Force,Titan IIIC,Vela 5A & 5B,05/23/1969 3:57 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Kosmos 11K63 | DS-P1-Yu 21,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 21,05/27/1969 8:59 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-4 58,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 58,05/29/1969 2:59 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Kosmos 11K63 | DS-P1-Yu 22,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 22,06/03/1969 8:57 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Titan IIIB | KH-8 22,Launch Successful,United States Air Force,Titan IIIB,KH-8 22,06/03/1969 12:49 p.m.,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Thorad SLV-2H Agena D | OGO 6,Launch Successful,United States Air Force,Thorad SLV-2H Agena D,OGO 6,06/05/1969 10:42 a.m.,"Space Launch Complex 2E | Vandenberg SFB, CA, USA"
Proton | Luna-15b,Launch Failure,Soviet Space Program,Proton,Luna-15b,06/14/1969 midnight,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 59,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 59,06/15/1969 4:59 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Thor Delta E1 | IMP G,Launch Failure,United States Air Force,Thor Delta E1,IMP G,06/21/1969 4:47 a.m.,"Space Launch Complex 2W | Vandenberg SFB, CA, USA"
Voskhod | Zenit-2 75,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 75,06/24/1969 2:50 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 60,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 60,06/27/1969 2:59 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Delta N | Biosat 3,Launch Successful,United States Air Force,Thor Delta N,Biosat 3,06/28/1969 11:15 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Europa I | STV 2,Launch Failure,European Launcher Development Organisation,Europa I,STV 2,07/02/1969 6:55 p.m.,Launch Area 6A | RAAF Woomera Range Complex
N1 | Zond-M 2,Launch Failure,Soviet Space Program,N1,—,07/03/1969 4:18 p.m.,"110/38 (110R) | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 61,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 61,07/10/1969 5 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Proton | Luna-15,Launch Successful,Soviet Space Program,Proton,Luna-15,07/12/1969 10:54 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Saturn V | Apollo 11,Launch Successful,National Aeronautics and Space Administration,Saturn V,Apollo 11,07/16/1969 9:32 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA"
Voskhod | Zenit-2 76,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 76,07/22/1969 8:30 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Molniya-M | Molniya-1 12,Launch Successful,Soviet Space Program,Molniya-M,Molniya-1 12,07/22/1969 8:55 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Burner 2 | DSAP-4B F3,Launch Successful,United States Air Force,Thor Burner 2,DSAP-4B F3,07/23/1969 12:39 a.m.,"Space Launch Complex 10W | Vandenberg SFB, CA, USA"
Kosmos 11K63 | DS-P1-Yu 23,Launch Failure,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 23,07/23/1969 5 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Thorad SLV-2H Agena D | KH-4B 7,Launch Successful,United States Air Force,Thorad SLV-2H Agena D,KH-4B 7,07/23/1969 9:30 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA"
Thor Delta M | INTELSAT III F-5,Launch Failure,United States Air Force,Thor Delta M,INTELSAT III F-5,07/25/1969 10:06 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Thorad SLV-2G Agena D | Strawman 2,Launch Successful,United States Air Force,Thorad SLV-2G Agena D,Strawman 2,07/31/1969 6:19 a.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA"
Tsiklon-2 | IS-GVM 1,Launch Successful,Soviet Space Program,Tsiklon-2,IS-GVM 1,08/06/1969 1:40 a.m.,"90/19 | Baikonur Cosmodrome, Republic of Kazakhstan"
Proton / UR-500 K/D | Zond 7,Launch Successful,Soviet Space Program,Proton,—,08/07/1969 7:48 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Delta N | OSO 6,Launch Successful,United States Air Force,Thor Delta N,OSO 6,08/09/1969 3:52 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Atlas SLV-3C Centaur | ATS 5,Launch Successful,United States Air Force,Atlas SLV-3C Centaur,ATS 5,08/12/1969 7:01 a.m.,"Launch Complex 36A | Cape Canaveral, FL, USA"
Kosmos-3M | Zaliv 3,Launch Successful,Soviet Space Program,Kosmos-3M,Zaliv 3,08/13/1969 6 p.m.,"132/2 | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-2M 4,Launch Successful,Soviet Space Program,Voskhod,Zenit-2M 4,08/16/1969 7:59 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 62,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 62,08/19/1969 9 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Kosmos 11K63 | DS-P1-Yu 24,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 24,08/22/1969 10:14 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Titan 23B | KH-8 23,Launch Successful,United States Air Force,Titan 23B,KH-8 23,08/23/1969 noon,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Thor Delta L | Pioneer E,Launch Failure,United States Air Force,Thor Delta L,Pioneer E,08/27/1969 5:59 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Voskhod | Zenit-4 63,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 63,08/29/1969 5:05 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 64,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 64,09/02/1969 7 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
R-36O 8K69 | OGCh 21,Launch Successful,Soviet Space Program,R-36O 8K69,OGCh 21,09/15/1969 noon,"191/66 | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4 65,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 65,09/18/1969 4:40 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Lambda 4S | Ohsumi 4,Launch Failure,Institute of Space and Astronautical Science,Lambda 4S,Ohsumi 4,09/21/1969 10:10 p.m.,"KS Center | Uchinoura Space Center, Japan"
Thorad SLV-2G Agena D | KH-4A 52,Launch Successful,United States Air Force,Thorad SLV-2G Agena D,KH-4A 52,09/22/1969 5:11 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA"
Proton | Luna-16a,Launch Failure,Soviet Space Program,Proton,Luna-16a,09/23/1969 10:07 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-2 77,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 77,09/24/1969 8:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
"Thorad SLV-2G Agena D | Poppy 8A,B,C,D",Launch Successful,United States Air Force,Thorad SLV-2G Agena D,"Poppy 8A,B,C,D",09/30/1969 9:40 a.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA"
Scout B | ESRO 1B (Boreas),Launch Successful,European Space Research Organisation,Scout B,ESRO 1B (Boreas),10/01/1969 6:29 p.m.,"Space Launch Complex 5 | Vandenberg SFB, CA, USA"
Vostok 8A92M | Meteor-1 2 (15L),Launch Successful,Soviet Space Program,Vostok 8A92M,Meteor-1 2 (15L),10/05/1969 9:45 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Soyuz | Soyuz 6,Launch Successful,Soviet Space Program,Soyuz,Soyuz 6,10/11/1969 7:10 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz | Soyuz 7,Launch Successful,Soviet Space Program,Soyuz,Soyuz 7,10/12/1969 6:44 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz | Soyuz 8,Launch Successful,Soviet Space Program,Soyuz,Soyuz 8,10/13/1969 5:09 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Kosmos 11K63 | DS-U3-IK 1,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-U3-IK 1,10/14/1969 9:19 a.m.,"86/4 | Kapustin Yar, Russian Federation"
Voskhod | Zenit-4 66,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 66,10/17/1969 7:45 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Kosmos 11K63 | DS-P1-Yu 25,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 25,10/18/1969 6 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Kosmos-3M | Zaliv 4,Launch Successful,Soviet Space Program,Kosmos-3M,Zaliv 4,10/21/1969 8:49 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
Proton | Luna-16b,Launch Failure,Soviet Space Program,Proton,Luna-16b,10/22/1969 10:09 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-2M 5,Launch Successful,Soviet Space Program,Voskhod,Zenit-2M 5,10/24/1969 5:40 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Kosmos 11K63 | DS-P1-Yu 26,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 26,10/24/1969 9:01 a.m.,"86/4 | Kapustin Yar, Russian Federation"
Titan 23B | KH-8 24,Launch Successful,United States Air Force,Titan 23B,KH-8 24,10/24/1969 2:10 p.m.,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Kosmos 11K63 | DS-P1-I 6,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-I 6,11/04/1969 6:59 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Scout B | Azur,Launch Successful,German Aerospace Center,Scout B,Azur,11/07/1969 8:52 p.m.,"Space Launch Complex 5 | Vandenberg SFB, CA, USA"
Voskhod | Zenit-2 78,Launch Successful,Soviet Space Program,Voskhod,Zenit-2 78,11/12/1969 6:30 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Saturn V | Apollo 12,Launch Successful,National Aeronautics and Space Administration,Saturn V,Apollo 12,11/14/1969 11:22 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA"
Voskhod | Zenit-4 67,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 67,11/15/1969 3:30 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Thor Delta M | Skynet IA,Launch Successful,United States Air Force,Thor Delta M,Skynet IA,11/21/1969 7:37 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Kosmos 11K63 | DS-P1-Yu 27,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 27,11/24/1969 6 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Kosmos-3M | Sfera 5,Launch Successful,Soviet Space Program,Kosmos-3M,Sfera 5,11/24/1969 11:49 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
Proton / UR-500 K/D | Soyuz 7K-L1E No.1,Launch Failure,Soviet Space Program,Proton,—,11/28/1969 4 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-2M 6,Launch Successful,Soviet Space Program,Voskhod,Zenit-2M 6,12/03/1969 8:20 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation"
Thorad SLV-2H Agena D | KH-4B 8,Launch Successful,United States Air Force,Thorad SLV-2H Agena D,KH-4B 8,12/04/1969 4:38 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA"
Kosmos 11K63 | DS-P1-Yu 28,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 28,12/11/1969 7:58 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Kosmos-3M | Tselina-O 5,Launch Successful,Soviet Space Program,Kosmos-3M,Tselina-O 5,12/19/1969 10:26 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
Tsiklon-2 | I2P 3,Launch Successful,Soviet Space Program,Tsiklon-2,I2P 3,12/23/1969 4:25 a.m.,"90/20 | Baikonur Cosmodrome, Republic of Kazakhstan"
Voskhod | Zenit-4MK 1,Launch Successful,Soviet Space Program,Voskhod,Zenit-4MK 1,12/23/1969 8:50 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
Kosmos 11K63 | DS-U1-IK 1,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-U1-IK 1,12/25/1969 4:59 a.m.,"86/4 | Kapustin Yar, Russian Federation"
Kosmos-3M | Ionosfernaya Stantsiya 1,Launch Failure,Soviet Space Program,Kosmos-3M,Ionosfernaya Stantsiya 1,12/27/1969 9:20 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-2M 7,Launch Successful,Soviet Space Program,Voskhod,Zenit-2M 7,01/09/1970 4:20 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Titan 23B | KH-8 25,Launch Successful,United States Air Force,Titan 23B,KH-8 25,01/14/1970 1:43 p.m.,"Space Launch Complex 4W | Vandenberg SFB, CA, USA"
Thor Delta M | INTELSAT III F-6,Launch Successful,United States Air Force,Thor Delta M,INTELSAT III F-6,01/14/1970 7:16 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Kosmos 11K63 | DS-P1-Yu 29,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-P1-Yu 29,01/15/1970 8:39 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Kosmos 11K63 | DS-MO 2,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-MO 2,01/16/1970 5:59 a.m.,"86/4 | Kapustin Yar, Russian Federation"
Kosmos 11K63 | DS-U2-MG 1,Launch Successful,Soviet Space Program,Kosmos 11K63,DS-U2-MG 1,01/20/1970 3:20 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Voskhod | Zenit-4 68,Launch Successful,Soviet Space Program,Voskhod,Zenit-4 68,01/21/1970 7 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation"
